"","Classes","Values","Chironomidae","Simuliidae","Limoniidae","Baetisrhodani","Baetisalpinus","Empididae","Ceratopogonidae","Elmidae","Nemouramortoni","Baetismuticus","Drususdiscolor","Protonemuralateralis","Athericidae","Gammaridae","Rhyacophilatristis","Planariidae","Leuctrabraueri","Nemouraminima","Hydraenidae","Ecdyonurushelveticus","Sericostoma","Habroleptoidesconfusa","Scirtidae","Brachypterarisi","Sphaeriidae","Blephariceridae","Odontocerumalbicorne","Leuctranigra","Tipulidae","Cryptothrixnebulicola","Drususannulatus","Dixidae","Rhithrogenaloyolaea","Drususbiguttatus","Metanoeaflavipennis","Ecdyonurusvenosus","Habrophlebialauta","Stratiomyidae","Potamophylaxcingulatus","Protonemurabrevistyla","Leuctramajor","Protonemuraintricata","Philopotamusludificatus","Metanoearhaetica","Rhithrogenaputhzi","Centroptilumluteolum","Epeorusalpicola","Hydropsychesiltalai","Epeorusassimilis","Rhyacophilaintermedia","Baetislutheri","Rhithrogenapicteti","Rhithrogenaalpestris","Ephemeradanica","Dugesiidae","Protonemuranimborum","Paraleptophlebiasubmarginata","Ecdyonuruspicteti","Dytiscidae","Lymnaeidae","Habroleptoidesauberti","Isoperlagrammatica","Rhyacophilahirticornis","Isoperlarivulorum","Capnioneuranemuroides","Chloroperlasusemicheli","Melampophylaxmucoreus","Rhyacophilapubescens","Ecclisopteryxmadida","Erpobdellidae","Leuctrahippopus","Thaumaleidae","Nemouraflexuosa","Cordulegastridae","Allogamusauricollis","Drususmelanchaetes","Electrogenaujhelyii","Ecdyonurusalpinus","Siphonoperlatorrentium","Sialidae","Hydropsychetenuis","Perlagrandis","Chaetopteryxvillosa","Serratellaignita","Rhithrogenahybrida","Hydroptila","Rhithrogenadegrangei","Siphonoperlamontana","Glossiphoniidae","Leuctraschmidi","Hydrophilidae","Nemouramarginata","Ecdyonurustorrentis","Rhithrogenanivata","Amphinemurasulcicollis","Dictyogenusalpinus","Hydropsycheinstabilis","Drususmuelleri","Rhyacophilaglareosa","Ephemerellamucronata","Ptychopteridae","Rhithrogenasemicolorata","Silopallipes","Perlamarginata","Tabanidae","Calopterygidae","Leuctrainermis","Rhithrogenadorieri","Rhithrogenagratianopolitana","Nemurellapictetii","Rhyacophilapraemorsa","Drususnigrescens","Consorophylaxconsors","Melampophylaxmelampus","Rhyacophilatorrentium","Rhagionidae","Gyrinidae","Leuctrarosinae","Drususmonticola","Electrogenalateralis","Amphinemuratriangularis","Rhithrogenagrischuna","Brachypteraseticornis","Rhyacophilastigmatica","Rhyacophilarectispina","Chloroperlatripunctata","Caenismacrura","Baetisvernus","Tinodesunicolor","Torleyamajor","Drususalpinus","Ecclisopteryxguttulata","Protonemurapraecox","Silonigricornis","Haliplidae","Stenophylaxpermistus","Micropternasequax","Protonemuraauberti","Niphargidae","Veliidae","Micrasemamorosum","Isoperlacarbonaria","Dictyogenusfontium","Catagapetusnigrans","Psychomyiapusilla","Nemouracinerea","Anisogamusdifformis","Glyphotaeliuspellucidus","Platycnemididae","Dolichopodidae","Leuctrarauscheri","Leuctraarmata","Hydropsychedinarica","Lithaxniger","Piscicolidae","Dendrocoelidae","Hydropsycheincognita","Protonemurameyeri","Rhyacophilafasciata","Plectrocnemiaconspersa","Baetisvardarensis","Corixidae","Syrphidae","Drususmixtus","Limnephiluslunatus","Micropternatestacea","Philopotamusvariegatus","Baetismelanonyx","Baetisbuceratus","Osmylidae","Coenagrionidae","Gerridae","Caenisluctuosa","Scathophagidae","Nemouracambrica","Hydropsycheangustipennis","Psephenidae","Siphlonuruslacustris","Ptilocolepusgranulatus","Rhabdiopteryxneglecta","Isoperlalugens","Synagapetusdubitans","Bithyniidae","Astacidae","Potamopyrgusantipodarum","Rhithrogenalandai","Tinodeswaeneri","Rhyacophiladorsalis","Rhyacophilaaquitanica","Nemourasinuata","Cloeondipterum","Habrophlebiafusca","Gomphidae","Caenishoraria","Sciomyzidae","Drususchrysotus","Chaetopteryxmajor","Potamophylaxnigricornis","Micropternanycterobia","Pseudopsilopteryxzimmeri","Enoicylapusilla","Leuctrapseudosignifera","Rhithrogenaallobrogica","Rhithrogenasavoiensis","Rhithrogenabeskidensis","Protonemuranimborella","Besdolusimhoffi","Heptageniasulphurea","Silopiceus","Synagapetusiridipennis","Baetisniger","Baetisnexus","Valvatidae","Aphelocheiridae","Dryopidae","Ephydridae","Notidobiaciliaris","Goerapilosa","Baetisliebenauae","Habrophlebiaeldae","Caenisrivulorum","Beraeapullata","Cheumatopsychelepida","Micrasemasetiferum","Diplectronaatra","Chaoboridae","Potamanthusluteus","Rhithrogenacarpatoalpina","Rhyacophilasimulatrix","Rhyacophilalaevis","Nemouraavicularis","Glossosomaconformis","Wormaldiacopiosa","Protonemuranitida","Protonemurarisi","Ithytrichia","Baetisnubecularis","Holocentropus","Mesoveliidae","Curculionidae","Corbiculidae","Nepidae","Libellulidae","Aeshnidae","Beraeamyiasquamosa","Hydropsychepellucidula","Hydropsychesaxonica","Hydropsychecontubernalis","Rhithrogenapuytoraci","Wormaldiaoccipitalis","Rhabdiopteryxalpina","Chimarramarginata","Baetisfuscatus","Baetisscambus","Cyrnustrimaculatus","Psychomyiafragilis","Dreissenidae","Cambaridae","Beraeamaurus","Capniavidua","Chrysomelidae","Pleidae","Acroloxidae","Mysidae","Cylindrotomidae","Naucoridae"
"11","tempmaxtolval_class11",9.55000000000001,0.5035,1,0.9675,0.82,0.9862,1,0.9506,0.4514,0.9411,0.9162,1,0.8343,1,0.5732,0.789,1,0.9792,0.9912,0.6724,0.8788,1,0.5475,1,0.6606,1,1,1,0.9926,1,1,1,1,0.9385,1,1,0.8869,0.3247,1,1,0.8343,0.986,0.9184,1,1,0.8343,0.7919,0.8343,0.5785,0.4692,0.9746,0.761,1,0.9754,0.5829,1,0.8343,0.6458,0.8343,1,1,0.8784,1,0.9647,0.891,0.891,0.8803,1,0.9941,1,1,0.1998,1,0.8796,1,1,1,0.7167,0.8343,1,1,0.5785,0.891,1,0.7572,0.9754,0.8343,0.6647,0.8343,1,0.8759,1,0.9682,1,0.8207,0.9003,1,0.8303,0.94,0.9036,0.7219,1,0.8869,0.9003,1,1,1,0.9908,0.8207,0.8207,1,0.9203,1,1,1,0.9851,1,1,0.8426,1,0.4438,0.8811,0.9644,0.9339,0.9851,0.9472,0.8811,0.4692,0.4692,0.462,0.5601,1,1,0.9184,0.3498,1,1,1,0.3333,1,1,1,0.9656,0.8343,0.1657,0.462,0.9786,1,0.1657,1,1,0.8343,0.8762,0.5785,0.6179,1,1,0.5785,0.9385,0.9851,1,1,1,1,1,0.1657,1,1,1,0.1657,1,1,1,0.3353,1,0.9259,0.5785,1,1,0.8343,0.9584,0.8343,0.1657,1,1,1,0.8207,0.462,0.9851,0.9851,0,0.125,0.5601,1,0.1657,1,1,1,1,1,1,1,1,0.8207,0.4344,0.8207,0.891,1,0.3353,0.6179,0.1657,1,0.7172,1,1,1,1,1,0.6179,0.6606,0.3056,0.2849,1,0.5785,1,0.5785,1,0.3247,0.8207,0.9851,0.9851,1,0.1657,1,1,1,0.8343,0.7967,1,1,1,1,1,1,1,1,0.6606,0.5785,0.5785,0,1,0.8343,1,0.9586,0.3056,1,0.462,1,1,1,0.9847,1,1,1,1,1,1
"12","tempmaxtolval_class12",10.21,0.5209,1,0.9738,0.8611,0.9732,1,0.963,0.4879,0.8885,0.9365,1,0.6929,1,0.6407,0.8366,1,0.9596,0.9827,0.7386,0.7746,1,0.634,1,0.7339,1,1,1,0.9854,1,1,1,1,0.8834,1,1,0.9113,0.4472,1,1,0.6929,0.9741,0.8791,1,1,0.6929,0.8333,0.6929,0.6338,0.5724,0.9509,0.761,1,0.9524,0.6535,1,0.6929,0.7186,0.6929,1,1,0.9082,1,0.9323,0.7962,0.7962,0.7767,1,0.9884,1,1,0.3354,1,0.9097,1,1,1,0.7731,0.6929,1,1,0.6338,0.7962,1,0.8055,0.9524,0.6929,0.5872,0.6929,1,0.7689,1,0.9768,1,0.8172,0.8139,1,0.867,0.94,0.9282,0.769,1,0.9113,0.8139,1,1,1,0.982,0.8172,0.8172,1,0.941,1,1,1,0.9708,1,1,0.7084,1,0.538,0.911,0.9316,0.8755,0.9708,0.9612,0.911,0.5724,0.5724,0.4831,0.6422,1,1,0.8791,0.4691,1,1,1,0.3333,1,1,1,0.9745,0.6929,0.3071,0.4831,0.9595,1,0.3071,1,1,0.6929,0.7694,0.6338,0.6304,1,1,0.6338,0.8834,0.9708,1,1,1,1,1,0.3071,1,1,1,0.3071,1,1,1,0.4128,1,0.8603,0.6338,1,1,0.6929,0.9204,0.6929,0.3071,1,1,1,0.8172,0.4831,0.9708,0.9708,0,0.125,0.6422,1,0.3071,1,1,1,1,1,1,1,1,0.8172,0.5425,0.8172,0.7962,1,0.4128,0.6304,0.3071,1,0.7712,1,1,1,1,1,0.6304,0.7339,0.4305,0.4061,1,0.6338,1,0.6338,1,0.4472,0.8172,0.9708,0.9708,1,0.3071,1,1,1,0.6929,0.8246,1,1,1,1,1,1,1,1,0.7339,0.6338,0.6338,0,1,0.6929,1,0.9232,0.4305,1,0.4831,1,1,1,0.9712,1,1,1,1,1,1
"13","tempmaxtolval_class13",10.86,0.5388,1,0.9802,0.8991,0.957,1,0.9738,0.523,0.8266,0.9546,1,0.535,1,0.7063,0.8808,1,0.9356,0.9719,0.8045,0.6569,1,0.7232,1,0.8039,1,1,1,0.9764,1,1,1,1,0.8188,1,1,0.9346,0.578,1,1,0.535,0.9607,0.8345,1,1,0.535,0.8749,0.535,0.6907,0.6777,0.922,0.761,1,0.9242,0.7325,1,0.535,0.7903,0.535,1,1,0.9346,1,0.8933,0.688,0.688,0.659,1,0.981,1,1,0.4869,1,0.9361,1,1,1,0.8297,0.535,1,1,0.6907,0.688,1,0.8541,0.9242,0.535,0.5062,0.535,1,0.6482,1,0.984,1,0.8131,0.7159,1,0.902,0.94,0.9495,0.8217,1,0.9346,0.7159,1,1,1,0.9708,0.8131,0.8131,1,0.9586,1,1,1,0.9529,1,1,0.5584,1,0.6434,0.9371,0.8921,0.8078,0.9529,0.9731,0.9371,0.6777,0.6777,0.5021,0.7282,1,1,0.8345,0.5955,1,1,1,0.3333,1,1,1,0.9821,0.535,0.465,0.5021,0.937,1,0.465,1,1,0.535,0.6486,0.6907,0.6411,1,1,0.6907,0.8188,0.9529,1,1,1,1,1,0.465,1,1,1,0.465,1,1,1,0.4938,1,0.7839,0.6907,1,1,0.535,0.8749,0.535,0.465,1,1,1,0.8131,0.5021,0.9529,0.9529,0,0.125,0.7282,1,0.465,1,1,1,1,1,1,1,1,0.8131,0.654,0.8131,0.688,1,0.4938,0.6411,0.465,1,0.827,1,1,1,1,1,0.6411,0.8039,0.5646,0.5415,1,0.6907,1,0.6907,1,0.578,0.8131,0.9529,0.9529,1,0.465,1,1,1,0.535,0.8525,1,1,1,1,1,1,1,1,0.8039,0.6907,0.6907,0,1,0.535,1,0.8837,0.5646,1,0.5021,1,1,1,0.9557,1,1,1,1,1,1
"14","tempmaxtolval_class14",11.52,0.5576,1,0.9865,0.9335,0.9378,1,0.9832,0.5578,0.7579,0.9705,1,0.3713,1,0.769,0.9212,1,0.9076,0.9587,0.8679,0.5333,1,0.8111,1,0.8692,1,1,1,0.9656,1,1,1,1,0.747,1,1,0.9564,0.7098,1,1,0.3713,0.9469,0.7874,1,1,0.3713,0.9152,0.3713,0.7467,0.7807,0.8883,0.761,1,0.8912,0.8143,1,0.3713,0.8587,0.3713,1,1,0.9577,1,0.8487,0.5724,0.5724,0.5342,1,0.9719,1,1,0.6439,1,0.9589,1,1,1,0.8846,0.3713,1,1,0.7467,0.5724,1,0.9011,0.8912,0.3713,0.424,0.3713,1,0.5211,1,0.99,1,0.8088,0.6118,1,0.9346,0.94,0.9677,0.8762,1,0.9564,0.6118,1,1,1,0.9573,0.8088,0.8088,1,0.9737,1,1,1,0.9316,1,1,0.4029,1,0.7525,0.9596,0.8468,0.7338,0.9316,0.983,0.9596,0.7807,0.7807,0.5206,0.8138,1,1,0.7874,0.7223,1,1,1,0.3333,1,1,1,0.9886,0.3713,0.6287,0.5206,0.912,1,0.6287,1,1,0.3713,0.5212,0.7467,0.6504,1,1,0.7467,0.747,0.9316,1,1,1,1,1,0.6287,1,1,1,0.6287,1,1,1,0.576,1,0.7001,0.7467,1,1,0.3713,0.8232,0.3713,0.6287,1,1,1,0.8088,0.5206,0.9316,0.9316,0,0.125,0.8138,1,0.6287,1,1,1,1,1,1,1,1,0.8088,0.7639,0.8088,0.5724,1,0.576,0.6504,0.6287,1,0.882,1,1,1,1,1,0.6504,0.8692,0.7002,0.6817,1,0.7467,1,0.7467,1,0.7098,0.8088,0.9316,0.9316,1,0.6287,1,1,1,0.3713,0.8793,1,1,1,1,1,1,1,1,0.8692,0.7467,0.7467,0,1,0.3713,1,0.8428,0.7002,1,0.5206,1,1,1,0.939,1,1,1,1,1,1
"15","tempmaxtolval_class15",12.17,0.5763,1,0.9921,0.9619,0.9167,1,0.9906,0.5912,0.6886,0.9833,1,0.2223,1,0.824,0.9547,1,0.8772,0.944,0.9226,0.4182,1,0.8885,1,0.9242,1,1,1,0.9535,1,1,1,1,0.6747,1,1,0.9747,0.8275,1,1,0.2223,0.9343,0.7432,1,1,0.2223,0.9502,0.2223,0.7959,0.8708,0.8523,0.761,1,0.8557,0.8888,1,0.2223,0.9175,0.2223,1,1,0.9761,1,0.8019,0.4622,0.4622,0.4163,1,0.9617,1,1,0.7868,1,0.9769,1,1,1,0.9323,0.2223,1,1,0.7959,0.4622,1,0.9419,0.8557,0.2223,0.3479,0.2223,1,0.4027,1,0.9945,1,0.8046,0.5136,1,0.9621,0.94,0.982,0.9259,1,0.9747,0.5136,1,1,1,0.9422,0.8046,0.8046,1,0.9854,1,1,1,0.9081,1,1,0.2614,1,0.8518,0.9774,0.7991,0.6611,0.9081,0.9906,0.9774,0.8708,0.8708,0.539,0.8897,1,1,0.7432,0.8352,1,1,1,0.3333,1,1,1,0.9937,0.2223,0.7777,0.539,0.8868,1,0.7777,1,1,0.2223,0.4021,0.7959,0.6576,1,1,0.7959,0.6747,0.9081,1,1,1,1,1,0.7777,1,1,1,0.7777,1,1,1,0.6521,1,0.617,0.7959,1,1,0.2223,0.7694,0.2223,0.7777,1,1,1,0.8046,0.539,0.9081,0.9081,0,0.125,0.8897,1,0.7777,1,1,1,1,1,1,1,1,0.8046,0.8606,0.8046,0.4622,1,0.6521,0.6576,0.7777,1,0.9303,1,1,1,1,1,0.6576,0.9242,0.8217,0.8094,1,0.7959,1,0.7959,1,0.8275,0.8046,0.9081,0.9081,1,0.7777,1,1,1,0.2223,0.9025,1,1,1,1,1,1,1,1,0.9242,0.7959,0.7959,0,1,0.2223,1,0.8056,0.8217,1,0.539,1,1,1,0.9227,1,1,1,1,1,1
"16","tempmaxtolval_class16",12.83,0.5955,1,0.9965,0.9836,0.8938,1,0.996,0.624,0.6209,0.9929,1,0.0992,1,0.87,0.9805,1,0.8448,0.9274,0.9661,0.3192,1,0.9508,1,0.9671,1,1,1,0.94,1,1,1,1,0.6041,1,1,0.989,0.9235,1,1,0.0992,0.9239,0.7044,1,1,0.0992,0.9782,0.0992,0.8354,0.9431,0.8141,0.761,1,0.8178,0.9504,1,0.0992,0.9639,0.0992,1,1,0.9899,1,0.7536,0.3635,0.3635,0.3124,1,0.95,1,1,0.9048,1,0.9903,1,1,1,0.9703,0.0992,1,1,0.8354,0.3635,1,0.9745,0.8178,0.0992,0.2804,0.0992,1,0.3004,1,0.9977,1,0.8009,0.427,1,0.9836,0.94,0.9925,0.9669,1,0.989,0.427,1,1,1,0.9254,0.8009,0.8009,1,0.9939,1,1,1,0.8822,1,1,0.1445,1,0.9338,0.9905,0.7498,0.5924,0.8822,0.9961,0.9905,0.9431,0.9431,0.5589,0.9512,1,1,0.7044,0.927,1,1,1,0.3333,1,1,1,0.9974,0.0992,0.9008,0.5589,0.8621,1,0.9008,1,1,0.0992,0.2986,0.8354,0.6629,1,1,0.8354,0.6041,0.8822,1,1,1,1,1,0.9008,1,1,1,0.9008,1,1,1,0.7196,1,0.538,0.8354,1,1,0.0992,0.7146,0.0992,0.9008,1,1,1,0.8009,0.5589,0.8822,0.8822,0,0.125,0.9512,1,0.9008,1,1,1,1,1,1,1,1,0.8009,0.9385,0.8009,0.3635,1,0.7196,0.6629,0.9008,1,0.9693,1,1,1,1,1,0.6629,0.9671,0.9208,0.9149,1,0.8354,1,0.8354,1,0.9235,0.8009,0.8822,0.8822,1,0.9008,1,1,1,0.0992,0.9209,1,1,1,1,1,1,1,1,0.9671,0.8354,0.8354,0,1,0.0992,1,0.7748,0.9208,1,0.5589,1,1,1,0.9077,1,1,1,1,1,1
"17","tempmaxtolval_class17",13.48,0.6142,1,0.9993,0.9966,0.8704,1,0.9992,0.6553,0.5612,0.9986,1,0.0212,1,0.9028,0.996,1,0.8123,0.9097,0.9929,0.2501,1,0.9896,1,0.9931,1,1,1,0.9259,1,1,1,1,0.5418,1,1,0.9977,0.9837,1,1,0.0212,0.9173,0.6764,1,1,0.0212,0.9954,0.0212,0.8601,0.988,0.7762,0.761,1,0.7799,0.9894,1,0.0212,0.9924,0.0212,1,1,0.9979,1,0.7073,0.2883,0.2883,0.2359,1,0.9374,1,1,0.9796,1,0.998,1,1,1,0.9937,0.0212,1,1,0.8601,0.2883,1,0.9946,0.7799,0.0212,0.2283,0.0212,1,0.2285,1,0.9996,1,0.7981,0.3632,1,0.9966,0.94,0.9985,0.9929,1,0.9977,0.3632,1,1,1,0.9076,0.7981,0.7981,1,0.9988,1,1,1,0.8554,1,1,0.0704,1,0.9858,0.9981,0.7024,0.5351,0.8554,0.9992,0.9981,0.988,0.988,0.5805,0.9896,1,1,0.6764,0.9845,1,1,1,0.3333,1,1,1,0.9995,0.0212,0.9788,0.5805,0.8402,1,0.9788,1,1,0.0212,0.2249,0.8601,0.6659,1,1,0.8601,0.5418,0.8554,1,1,1,1,1,0.9788,1,1,1,0.9788,1,1,1,0.7717,1,0.4709,0.8601,1,1,0.0212,0.6629,0.0212,0.9788,1,1,1,0.7981,0.5805,0.8554,0.8554,0,0.125,0.9896,1,0.9788,1,1,1,1,1,1,1,1,0.7981,0.987,0.7981,0.2883,1,0.7717,0.6659,0.9788,1,0.9935,1,1,1,1,1,0.6659,0.9931,0.9831,0.9818,1,0.8601,1,0.8601,1,0.9837,0.7981,0.8554,0.8554,1,0.9788,1,1,1,0.0212,0.9323,1,1,1,1,1,1,1,1,0.9931,0.8601,0.8601,0,1,0.0212,1,0.7553,0.9831,1,0.5805,1,1,1,0.8957,1,1,1,1,1,1
"18","tempmaxtolval_class18",14.14,0.6329,1,1,1,0.8461,1,1,0.6859,0.5113,1,1,0,1,0.9206,1,1,0.7796,0.8906,0.9999,0.2186,1,0.9999,1,0.9998,1,1,1,0.9107,1,1,1,1,0.4899,1,1,0.9999,0.9999,1,1,0,0.9155,0.6619,1,1,0,1,0,0.8667,0.9998,0.7388,0.7611,1,0.742,0.9998,1,0,0.9999,0,1,1,0.9996,1,0.6637,0.2428,0.2428,0.1939,1,0.9234,1,1,0.9998,1,1,1,1,1,0.9999,0,0.9997,1,0.8667,0.2428,1,0.9999,0.742,0,0.1943,0,1,0.1948,1,0.9996,0.9997,0.7964,0.3283,1,0.9997,0.94,0.9996,1,1,0.9999,0.3283,0.9996,1,1,0.8885,0.7964,0.7964,1,0.9996,1,1,1,0.8272,1,1,0.0503,1,0.9999,0.9997,0.6574,0.4921,0.8272,0.9996,0.9997,0.9998,0.9998,0.6056,0.9999,1,1,0.6619,1,1,1,1,0.3332,1,1,0.9996,1,0,0.9998,0.6056,0.8218,1,0.9998,1,1,0,0.1887,0.8667,0.6665,1,1,0.8667,0.4899,0.8272,1,1,1,1,1,0.9998,1,1,0.9996,0.9999,1,1,1,0.8057,1,0.4189,0.8667,1,0.9996,0,0.6153,0,0.9998,1,1,1,0.7964,0.6056,0.8272,0.8272,0,0.1254,0.9999,1,0.9998,1,1,1,1,1,1,1,0.9996,0.7964,0.9997,0.7964,0.2428,0.9996,0.8057,0.6665,0.9998,0.9996,0.9999,1,1,1,1,1,0.6665,1,0.9998,0.9998,1,0.8667,0.9996,0.8667,1,0.9999,0.7964,0.8272,0.8272,0.9996,0.9998,1,1,0.9996,0,0.9352,1,1,1,1,1,1,1,1,1,0.8667,0.8667,4e-04,1,0,1,0.75,0.9998,1,0.6056,1,1,1,0.8874,1,1,1,1,1,1
"19","tempmaxtolval_class19",14.79,0.6512,1,0.999,1,0.8186,1,0.9992,0.7154,0.4669,0.9992,1,0,1,0.9324,1,1,0.7447,0.8641,0.9966,0.2024,1,0.9959,1,0.9921,1,1,1,0.8914,1,1,1,1,0.4437,1,1,0.9966,0.9961,1,1,0,0.9155,0.653,1,1,0,0.9999,0,0.8666,0.9932,0.6999,0.7643,0.9985,0.7018,0.9921,1,0,0.9966,0,1,1,0.9878,1,0.621,0.2101,0.2101,0.1666,1,0.9008,1,1,0.9938,1,0.9999,1,1,1,0.9967,0,0.9905,1,0.8666,0.2101,1,0.9955,0.7018,0,0.1681,0,1,0.1768,1,0.9877,0.9899,0.7952,0.3055,1,0.9915,0.9408,0.9882,1,1,0.9966,0.3055,0.9865,1,1,0.8636,0.7952,0.7952,1,0.9883,1,1,1,0.7936,1,1,0.0503,1,0.997,0.9905,0.613,0.4559,0.7936,0.9877,0.9905,0.9932,0.9932,0.6322,0.998,1,1,0.653,0.9988,1,1,1,0.3288,1,1,0.9865,1,0,0.9932,0.6322,0.8054,1,0.9932,1,1,0,0.168,0.8666,0.6627,1,1,0.8666,0.4437,0.7936,1,1,1,1,1,0.9932,1,1,0.9865,0.9966,1,1,1,0.8319,1,0.3744,0.8666,1,0.9865,0,0.5697,0,0.9932,1,1,1,0.7952,0.6322,0.7936,0.7936,0,0.1368,0.998,1,0.9932,1,1,1,1,1,1,1,0.9865,0.7952,0.9915,0.7952,0.2101,0.9865,0.8319,0.6627,0.9932,0.9865,0.9974,1,1,1,1,1,0.6627,1,0.994,0.9942,1,0.8666,0.9865,0.8666,1,0.9961,0.7952,0.7936,0.7936,0.9865,0.9932,1,1,0.9865,0,0.9309,1,1,1,1,1,1,1,1,1,0.8666,0.8666,0.0135,1,0,1,0.75,0.994,1,0.6322,1,1,1,0.8808,1,1,1,1,1,1
"20","tempmaxtolval_class20",15.45,0.67,1,0.9965,0.9999,0.7855,1,0.9971,0.7448,0.4226,0.9972,1,0,1,0.9435,0.9998,1,0.705,0.8269,0.9881,0.1872,1,0.9857,1,0.9733,1,1,1,0.8657,1,1,1,1,0.3977,1,1,0.9886,0.9859,1,1,0,0.9155,0.6445,1,1,0,0.9991,0,0.866,0.9766,0.6568,0.7716,0.9951,0.6565,0.9733,1,0,0.9881,0,1,1,0.9597,1,0.576,0.1783,0.1783,0.1404,1,0.8659,1,1,0.9781,1,0.9996,1,1,1,0.9887,0,0.9689,1,0.866,0.1783,1,0.9846,0.6565,0,0.1426,0,1,0.1598,1,0.9596,0.9667,0.794,0.2836,1,0.9718,0.9427,0.9609,1,1,0.9886,0.2836,0.9556,1,1,0.8299,0.794,0.794,1,0.9614,1,1,1,0.7514,1,1,0.0504,1,0.989,0.9686,0.5661,0.4201,0.7514,0.9595,0.9686,0.9766,0.9766,0.6604,0.9927,1,1,0.6445,0.9949,1,1,1,0.3185,1,1,0.9556,1,0,0.9761,0.6604,0.7891,1,0.9761,1,1,0,0.1484,0.866,0.6536,1,1,0.866,0.3977,0.7514,1,1,1,1,1,0.9761,1,1,0.9556,0.9872,1,1,1,0.8574,1,0.3303,0.866,1,0.9556,0,0.5224,0,0.9761,1,1,1,0.794,0.6604,0.7514,0.7514,0,0.1638,0.9927,1,0.9761,1,1,1,1,1,1,1,0.9556,0.794,0.971,0.794,0.1783,0.9556,0.8574,0.6536,0.9761,0.9556,0.991,1,1,1,1,1,0.6536,1,0.9791,0.9795,1,0.866,0.9556,0.866,1,0.9859,0.794,0.7514,0.7514,0.9556,0.9761,1,1,0.9556,0,0.9205,1,1,1,1,1,1,1,1,1,0.866,0.866,0.0444,1,0,1,0.75,0.9791,1,0.6604,1,1,1,0.8741,1,1,1,1,1,1
"21","tempmaxtolval_class21",16.1,0.6886,1,0.9928,0.9997,0.7482,1,0.9939,0.7732,0.3798,0.9938,1,0,1,0.9536,0.9994,1,0.6619,0.7808,0.9742,0.1735,1,0.9688,1,0.9438,1,1,1,0.8348,1,1,1,1,0.3532,1,1,0.9762,0.9684,1,1,0,0.9155,0.6367,1,1,0,0.9974,0,0.8646,0.9499,0.6108,0.7827,0.9899,0.6076,0.9438,1,0,0.974,0,1,1,0.9171,1,0.53,0.1486,0.1486,0.1162,1,0.8207,1,1,0.9522,1,0.9989,1,1,1,0.9756,0,0.9365,1,0.8646,0.1486,1,0.9676,0.6076,0,0.1189,0,1,0.1443,1,0.9173,0.932,0.7929,0.2635,1,0.9417,0.9454,0.9195,1,1,0.9762,0.2635,0.9093,1,1,0.7891,0.7929,0.7929,1,0.9207,1,1,1,0.7026,1,1,0.0505,1,0.9754,0.9352,0.5179,0.3859,0.7026,0.917,0.9352,0.9499,0.9499,0.6893,0.9833,1,1,0.6367,0.9869,1,1,1,0.3031,1,1,0.9093,1,0,0.948,0.6893,0.7732,1,0.948,1,1,0,0.1305,0.8646,0.6397,1,1,0.8646,0.3532,0.7026,1,1,1,1,1,0.948,1,1,0.9093,0.9707,1,1,1,0.8811,1,0.2882,0.8646,1,0.9093,0,0.4749,0,0.948,1,1,1,0.7929,0.6893,0.7026,0.7026,0,0.2043,0.9833,1,0.948,1,1,1,1,1,1,1,0.9093,0.7929,0.9384,0.7929,0.1486,0.9093,0.8811,0.6397,0.948,0.9093,0.9805,1,1,1,1,1,0.6397,1,0.9545,0.9555,1,0.8646,0.9093,0.8646,1,0.9684,0.7929,0.7026,0.7026,0.9093,0.948,1,1,0.9093,0,0.9045,1,1,1,1,1,1,1,1,1,0.8646,0.8646,0.0907,1,0,1,0.75,0.9545,1,0.6893,1,1,1,0.8678,1,1,1,1,1,1
